2452240|34812|38763|441530|1196384|3685|118539|20|132|5566365|74|95.56|143.34|74.53|0.00|5515.22|7071.44|10607.16|110.30|0.00|5515.22|5625.52|-1556.22|
||12175|102817||||||4859015||79.85|||||6388.00||||6208.80|6395.06|-179.20|
2451979|74386|10401|157864|585618|4219|127620|37|193|2315578|22|57.87|114.00|5.70|20.06|125.40|1273.14|2508.00|4.21|20.06|105.34|109.55|-1167.80|
2452539|70172|6957|275922|581994|1666|138138|110|437|4503635|89|70.80|138.06|93.88|0.00|8355.32|6301.20|12287.34|250.65|0.00|8355.32|8605.97|2054.12|
2451329|69289|23534||648896|2366||32|337|7042238|75||||0.00|834.00||1574.25|33.36|0.00|834.00|867.36||
2452206|35404|37947|564398|309738|1125|44865|76|353|7532276|70|1.75|1.90|0.07|0.00|4.90|122.50|133.00|0.09|0.00|4.90|4.99|-117.60|
2451148|64641|30472|165706|800760|1414|100115|62|312|5972081|53|66.20|69.51|37.53|1631.05|1989.09|3508.60|3684.03|10.74|1631.05|358.04|368.78|-3150.56|
||42442||863401|1888|96375|70||1237274|40|44.20|47.29||0.00|510.40|1768.00||5.10|0.00||515.50||
2452611|43655|24067|437851|1918874|3450|26073|22|232|9105754|43|78.82|96.94|9.69|383.33|416.67|3389.26|4168.42|1.00|383.33|33.34|34.34|-3355.92|
2452117|75483|539|96544|142397|3003|28056|56|259|7343658|40|63.66|66.20|12.57|0.00|502.80|2546.40|2648.00|35.19|0.00|502.80|537.99|-2043.60|
|45516|51497|||||||9524336||||10.27|||371.36|389.84|2.25||112.97|115.22|-258.39|
2452528|49762|45393|326507|1107183|2259|21335|28|295|8584231|100|41.85|77.84|30.35|0.00|3035.00|4185.00|7784.00|121.40|0.00|3035.00|3156.40|-1150.00|
2451962|35419|39821|327333|560161|6589|10617|62|49|2650676|69|24.30|34.74|4.86|0.00|335.34|1676.70|2397.06|13.41|0.00|335.34|348.75|-1341.36|
2452145|46417|8695|40634|835883|3485|65487|110|242|4973936|12|33.74|57.02|45.61|0.00|547.32|404.88|684.24|0.00|0.00|547.32|547.32|142.44|
2452599|33059|35586|290565|153304|1996|131488|79|134|7639272|14|34.17|64.58|12.27|0.00|171.78|478.38|904.12|5.15|0.00|171.78|176.93|-306.60|
2452170|32761|36825|442709|797999|2889|250979|91|312|1949579|100|45.32|60.72|39.46|0.00|3946.00|4532.00|6072.00|118.38|0.00|3946.00|4064.38|-586.00|
2452546|66613|19329|514697|819950|6803|158456|2|18|6590763|62|2.42|2.71|1.59|0.00|98.58|150.04|168.02|3.94|0.00|98.58|102.52|-51.46|
2452627|71490|27819|475942|1766230|5318|264406|10|350|5871865|14|55.32|75.23|51.90|0.00|726.60|774.48|1053.22|43.59|0.00|726.60|770.19|-47.88|
2451262|70528|15838|89369|1651117|4065|187860|26|293|2300963|27|87.29|159.74|135.77|0.00|3665.79|2356.83|4312.98|293.26|0.00|3665.79|3959.05|1308.96|
||10568|343230||||10||5670327|||56.59||0.00|224.01|346.50||20.16|0.00|224.01|||
2451017|46186|30310|480411|1491193|6328|285110|106|2|5193227|83|78.59|132.81|9.29|439.50|771.07|6522.97|11023.23|3.31|439.50|331.57|334.88|-6191.40|
2450958|44157|20158|154732|354103|5027|57198|64|8|9206366|27|69.10|118.85|1.18|0.00|31.86|1865.70|3208.95|2.86|0.00|31.86|34.72|-1833.84|
2452383|74037|30541|110956|890234|712|298743|28|77|4929233|31|72.81|95.38|27.66|0.00|857.46|2257.11|2956.78|25.72|0.00|857.46|883.18|-1399.65|
2451923|39158|22551|325793|758190|3387|17737|82|406|1295410|36|46.49|63.69|57.32|0.00|2063.52|1673.64|2292.84|185.71|0.00|2063.52|2249.23|389.88|
2451624|50860|47405|100644|576902|5160|9865|79|76|2272808|60|54.94|80.21|69.78|1214.17|4186.80|3296.40|4812.60|29.72|1214.17|2972.63|3002.35|-323.77|
2451167|52720|34006|432042|1265561|680|218199|103|31|6118352|74|77.04|93.98|22.55|0.00|1668.70|5700.96|6954.52|0.00|0.00|1668.70|1668.70|-4032.26|
2452028|29573|17509|501018|1130796|127|31858|32|48|3328938|99|91.07|128.40|82.17|0.00|8134.83|9015.93|12711.60|244.04|0.00|8134.83|8378.87|-881.10|
2451654|64399|32039|554599|1817978|1357|187936|13|457|6918290|50|67.11|98.65|20.71|207.10|1035.50|3355.50|4932.50|66.27|207.10|828.40|894.67|-2527.10|
2451878|36589|2672|551372|1920118|6017|261163|68|137|524392|4|24.91|36.36|2.54|10.16|10.16|99.64|145.44|0.00|10.16|0.00|0.00|-99.64|
2451310|63134|35770|132033|921301|2216|5884|97|202|7437143|26|75.41|103.31|4.13|78.38|107.38|1960.66|2686.06|1.74|78.38|29.00|30.74|-1931.66|
